ID,specid,Gaia_designation,R.A.,e_R.A.,decl.,e_decl.,S/N_r,Class,RV_LASP,e_RV_LASP,pmra,e_pmra,pmdec,e_pmdec,parallax,e_parallax,G,G_BP,G_RP,astrometric_flag,RV_LASP_Calibrated,r,el_r,eu_r,x,el_x,eu_x,y,el_y,eu_y,z,el_z,eu_z,r_GC,el_r_GC,eu_r_GC,Vx,el_Vx,eu_Vx,Vy,el_Vy,eu_Vy,Vz,el_Vz,eu_Vz,V_GC,el_V_GC,eu_V_GC,e,el_e,eu_e,Zmax,el_Zmax,eu_Zmax,r_min,el_r_min,eu_r_min,E_Phi_Infinity,el_E_Phi_Infinity,eu_E_Phi_Infinity,Vesc(W),Vesc(G),Vesc(Ke),Vesc(Ko),Vesc(P),Vesc(M),Vesc(X),Pgc,PMW,Pub(W),Pub(G),Pub(Ke),Pub(Ko),Pub(P),Pub(M),Pub(X),Origin_Class,Teff_LASP,e_Teff_LASP,log(g)_LASP,e_log(g)_LASP,[Fe/H]_LASP,e_[Fe/H]_LASP,Teff_DD-Payne,e_Teff_DD-Payne,log(g)_DD-Payne,e_log(g)_DD-Payne,[Fe/H]_DD-Payne,e_[Fe/H]_DD-Payne,Alpha_Fe_DD-Payne,e_Alpha_Fe_DD-Payne,conservative_results
Hivel159,20141225EG004141N200813B0105222_v2.9.7,Gaia DR2 2795133968566575872,9.678318,0.1532,18.94406331,0.0972,138,K3,-50,5,156.263,0.375,-53.385,0.187,1.122,0.192,14.19,15.25,14.35,0,-45,0.9,0.1,0.2,-8.5,0.1,0,0.6,0.1,0.1,-0.6,0.1,0.1,8.5,0.1,0.1,-440,96,69,-248,94,68,-154,40,28,529,96,137,0.99592,0.04835,0.00193,102,69,694.1,6.8,3.2,0.1,0.0002,0.0005,0.0009,619,604,594,570,536,507,486,0,1,0.24,0.271,0.29,0.364,0.482,0.579,0.668,HRS,4685,39,4.65,0.06,-0.53,0.04,4831,26,4.63,0.05,-0.5,0.04,0.24,0.01,0
Hivel160,20170317HD093848N300911B0101235_v2.9.7,Gaia DR2 647887059163750528,144.4737517,0.0536,27.75447154,0.0494,33,F6,244,16,-14.828,0.1,-85.497,0.082,0.559,0.069,15.96,15.58,14.69,1,250,1.8,0.2,0.3,-9.3,0.2,0.1,-0.4,0.1,0,1.3,0.1,0.2,9.4,0.1,0.2,-81,14,13,-520,106,81,13,30,25,528,77,104,0.99125,0.06152,0.00404,163.3,133.5,89.9,16.7,7.5,24.4,0.0001,0.0004,0.0006,609,596,584,559,526,498,479,0,0.66,0.21,0.241,0.278,0.381,0.512,0.634,0.724,HRS,5702,295,3.99,0.46,-1.66,0.27,5861,70,4.39,0.23,-1.56,0.13,0.01,0.06,0
Hivel161,20170301HD165204N145827B0112042_v2.9.7,Gaia DR2 4558537967102516352,254.3807686,0.0127,16.98808458,0.0126,118,G3,-190,6,0.759,0.027,-16.848,0.026,0.125,0.021,14.23,18.67,16.42,1,-184,8.1,1.2,1.6,-2.7,0.8,1.1,4,0.6,0.8,4.4,0.6,0.8,6.5,0.4,0.8,354,70,92,-230,76,61,-316,44,36,527,92,122,0.99091,0.01826,0.00562,785.3,734.3,1367.3,0.8,0.3,1.6,0,0.0005,0.0008,634,615,610,577,545,533,506,0.28,0.402,0.202,0.245,0.258,0.338,0.43,0.474,0.575,HVS,4923,30,2.27,0.05,-1.21,0.03,4964,42,2.3,0.09,-1.2,0.06,0.26,0.02,0
Hivel162,20140312HD163226N274234V06143_v2.9.7,Gaia DR2 1307536070952352384,250.7350545,0.014,27.27071106,0.0168,284,G5,-90,5,-9.326,0.032,7.005,0.039,0.104,0.021,11.91,12.67,11.08,0,-85,9.6,1.5,2.4,-3.1,0.8,1.3,5.5,0.8,1.4,6,0.9,1.5,8.7,0.8,1.6,-390,90,56,115,21,15,333,59,94,527,75,124,0.99569,0.02457,0.00122,1489.9,1387.2,1886.7,4.2,1.9,3.5,0.0001,0.0004,0.0009,610,596,586,554,523,505,485,0.022,0.996,0.276,0.307,0.339,0.415,0.513,0.597,0.69,HRS,4279,23,0.82,0.04,-1.4,0.02,4398,22,1.35,0.05,-1.25,0.04,0.23,0.01,0
Hivel163,20130501HD122456N425117M0110017_v2.9.7,Gaia DR2 1536773937420508544,183.6103545,0.0181,42.7441565,0.0158,61,F2,-189,10,8.15,0.027,-13.745,0.028,0.133,0.026,13.95,15.32,14.31,1,-184,7.5,1.1,1.8,-10,0.4,0.3,1.2,0.2,0.3,7.2,1.1,1.7,12.4,0.8,1.4,523,71,110,-65,70,44,2,29,43,527,74,121,0.99113,0.01706,0.0031,334.7,162.5,344.6,88.7,16.5,21.7,0.0003,0.0004,0.0008,580,574,555,527,497,472,458,0,0.138,0.331,0.342,0.403,0.504,0.621,0.735,0.807,OUT,5648,57,3.17,0.09,-0.93,0.05,5536,38,2.57,0.12,-1.17,0.07,0.24,0.03,0
Hivel164,20180224HD150403N104406B0112113_v2.9.7,Gaia DR2 1182212807904111744,227.6244439,0.0915,12.21303636,0.1248,25,G5,43,10,-129.019,0.149,-70.359,0.181,0.937,0.158,16.21,17.21,17.49,0,48,1.1,0.2,0.2,-7.6,0.1,0.1,0.2,0,0,0.9,0.1,0.2,7.6,0.1,0.1,-97,28,22,-437,143,103,274,34,50,526,108,149,0.99247,0.16538,0.00424,907,864.1,1203.3,7.3,0.1,0.1,0.0001,0.0006,0.0009,628,611,604,578,545,518,494,0,1,0.247,0.276,0.286,0.348,0.434,0.53,0.605,HRS,5180,310,4.33,0.48,-1.61,0.29,5373,68,4.99,0.2,-1.35,0.12,0.11,0.07,0
Hivel165,20160306HD120800N003716B0211023_v2.9.7,Gaia DR2 3892106068080688384,181.5664972,0.0856,2.66041884,0.0575,20,F5,197,9,-76.655,0.217,-85.892,0.109,0.741,0.118,16.8,17.22,16.19,1,202,1.4,0.2,0.3,-8.1,0,0,-0.6,0.1,0.1,1.2,0.2,0.2,8.2,0,0,-135,31,24,-490,126,94,-127,60,46,526,103,140,0.99114,0.13598,0.00494,129.1,112.4,648.7,7.8,0.2,1.9,0.0001,0.0005,0.0007,621,605,596,570,537,511,489,0,0.358,0.238,0.262,0.285,0.351,0.462,0.542,0.625,OUT,5301,296,4.72,0.47,-1.43,0.28,5270,97,4.47,0.29,-1.24,0.16,0.31,0.1,0
Hivel166,20151031EG022114N232535B0101167_v2.9.7,Gaia DR2 99753093646331136,35.1197863,0.0538,21.56527034,0.0418,33,F5,79,17,81.851,0.121,-86.27,0.089,0.77,0.054,15.84,13.54,12.86,1,85,1.3,0.1,0.1,-9.1,0.1,0.1,0.5,0,0,-0.7,0.1,0,9.1,0.1,0.1,-255,20,19,-380,51,42,-258,20,18,526,43,54,0.99299,0.00865,0.00209,757.6,500.4,478.6,8.4,0,0.1,0.0001,0.0002,0.0003,613,599,588,563,530,501,481,0,1,0.059,0.096,0.124,0.25,0.475,0.729,0.847,HRS,5354,212,3.17,0.33,-2.26,0.2,5566,65,4.31,0.27,-2.45,0.19,0.3,0.09,1
Hivel167,20160525HD172411N365522B0204026_v2.9.7,Gaia DR2 1337401349383241344,260.8072588,0.0169,37.4818926,0.021,90,G3,-108,8,-3.55,0.036,10.419,0.045,0.114,0.022,14.98,18.54,16.31,1,-103,8.8,1.4,2.1,-4.7,0.6,0.9,6.5,1.1,1.6,4.8,0.8,1.2,9.4,0.8,1.4,-437,100,69,254,15,20,142,32,49,525,70,106,0.99626,0.01149,0.00068,1259.6,1110.6,685.5,5.5,3.8,3.6,0.0002,0.0004,0.0006,606,592,581,552,520,499,480,0.066,0.996,0.243,0.269,0.294,0.396,0.517,0.623,0.719,HRS,5070,51,2.61,0.08,-1.18,0.05,5126,42,2.58,0.11,-1.12,0.06,0.26,0.02,0
Hivel168,20160220HD112355N103146V0106165_v2.9.7,Gaia DR2 3914622279510527616,173.1709857,0.0306,9.79676919,0.0284,74,G0,211,10,-38.647,0.061,-39.658,0.066,0.36,0.04,13.35,13.76,12.77,0,217,2.8,0.3,0.4,-8.6,0,0,-1.1,0.1,0.1,2.5,0.2,0.3,9,0.1,0.2,-214,27,20,-465,82,60,-111,42,32,525,67,93,0.99283,0.04354,0.0028,102.8,60.2,251.6,75.6,67.8,200.2,0.0001,0.0004,0.0005,612,598,587,560,527,502,482,0,0.211,0.178,0.211,0.252,0.352,0.49,0.623,0.724,OUT,5197,33,2.73,0.05,-1.76,0.03,5326,39,2.94,0.12,-1.63,0.06,0.25,0.03,0
Hivel169,20150523HD154844N180829V0114189_v2.9.7,Gaia DR2 1197781136644152576,235.2036086,0.0174,18.47618162,0.0113,81,G0,-20,10,8.835,0.03,-27.739,0.02,0.239,0.025,13.57,13.55,12.11,1,-15,4.2,0.4,0.5,-5.9,0.2,0.3,1.3,0.1,0.2,3.2,0.3,0.4,6.8,0,0,469,44,56,-14,31,25,-234,26,24,525,49,62,0.99221,0.01014,0.00331,665.7,554,592.1,1.7,0.4,1.3,0,0.0002,0.0003,633,615,609,578,546,528,503,0,0.24,0.058,0.087,0.099,0.194,0.367,0.472,0.669,OUT,5070,65,2.35,0.11,-1.8,0.06,5290,48,2.72,0.14,-1.58,0.07,0.19,0.04,0
Hivel170,20150423HD121513N165426B0115143_v2.9.7,Gaia DR2 3946834568590149248,184.1909341,0.0664,17.96758928,0.0478,32,G7,45,11,-76.616,0.122,-94.764,0.112,0.753,0.102,16.57,15.98,13.79,1,50,1.3,0.2,0.2,-8.2,0,0,-0.3,0,0,1.3,0.2,0.2,8.4,0,0,-109,21,16,-501,121,91,-108,27,23,525,95,125,0.99011,0.11543,0.00588,87.4,68.8,385.7,8.2,0.3,2,0,0.0004,0.0008,620,604,595,569,536,509,488,0,0.336,0.217,0.247,0.279,0.356,0.474,0.571,0.648,OUT,5409,210,4.25,0.33,-1.79,0.2,5375,64,4.57,0.22,-1.96,0.13,0.26,0.07,0
Hivel171,20150120HD131646N092526V0116067_v2.9.7,Gaia DR2 3736372993468775424,197.9640059,0.0237,11.28944117,0.0191,115,G6,376,7,13.57,0.057,-18.493,0.042,0.288,0.03,12.74,13.2,12.12,1,382,3.5,0.3,0.4,-7.4,0.1,0.1,-0.6,0.1,0.1,3.4,0.3,0.4,8.2,0.1,0.1,443,34,41,68,14,11,272,13,12,525,22,26,0.99208,0.00309,0.0018,1415.9,324.6,257.6,12.4,0.8,1.3,0.0001,0.0001,0.0002,618,604,594,565,533,511,490,0,1,0.007,0.015,0.02,0.096,0.376,0.712,0.953,HRS,4947,41,2.21,0.07,-1.38,0.04,5048,39,2.53,0.1,-1.25,0.06,0.28,0.02,0
Hivel172,20170213HD132901N475049V0213078_v2.9.7,Gaia DR2 1552278116525348096,204.6690463,0.0281,48.15653347,0.0283,153,G0,-91,6,-58.703,0.058,8.383,0.056,0.448,0.038,12.67,13.02,12.15,0,-85,2.2,0.2,0.2,-8.4,0,0,0.8,0.1,0.1,2.1,0.2,0.2,8.7,0.1,0.1,-513,50,42,-100,30,25,11,9,10,524,45,56,0.99644,0.00547,0.00126,733.4,488.2,259.9,5.4,1.3,1.6,0.0001,0.0002,0.0003,615,601,591,564,531,506,485,0.002,1,0.063,0.09,0.127,0.239,0.458,0.646,0.804,HRS,5620,21,3.71,0.03,-0.93,0.02,5537,29,3.34,0.09,-1.02,0.05,0.17,0.02,0
Hivel173,20160214HIP6080415162_v2.9.7,Gaia DR2 4010144207599218432,186.2918542,0.021,28.81609978,0.0185,131,F2,40,8,-71.07,0.043,3.621,0.037,0.563,0.03,13.85,12.23,11.01,1,46,1.8,0.1,0.1,-8.4,0,0,0,0,0,1.8,0.1,0.1,8.6,0,0,-523,28,28,-22,15,14,-10,8,8,524,28,29,0.99689,0.0016,0.00083,817.6,293.8,191.1,4.3,0.9,1.2,0.0001,0.0001,0.0002,617,602,592,566,533,507,486,0.025,1,0.004,0.01,0.021,0.102,0.397,0.715,0.925,HRS,5806,26,3.98,0.04,-1.02,0.02,5766,27,3.75,0.08,-1.1,0.05,0.23,0.02,1
Hivel174,20130414HD122233N482110M0103098_v2.9.7,Gaia DR2 1545674277896130560,183.3802298,0.0211,48.22070111,0.0273,20,A1IV,77,28,-26.445,0.032,-5.255,0.045,0.202,0.039,15.37,14.6,13.36,1,83,5,0.8,1.2,-9.6,0.4,0.2,1.2,0.2,0.3,4.7,0.8,1.1,10.8,0.6,0.9,-504,118,86,-131,98,67,32,27,26,524,97,141,0.99599,0.02317,0.00101,884.8,769.8,309.8,10.8,8.3,16.3,0.0002,0.0005,0.0009,594,585,569,541,510,486,469,0.014,0.817,0.281,0.305,0.354,0.441,0.551,0.641,0.709,HRS,7697,311,4.22,0.49,-0.71,0.29,7911,237,4.36,0.25,-0.93,0.21,0.13,0.09,0
Hivel175,20130306HD144346S023019M0109028_v2.9.7,Gaia DR2 3650271784085541376,221.8638238,0.0217,-1.5567199,0.0168,147,G3,59,7,6.204,0.039,-13.656,0.035,0.126,0.024,13.14,16.41,15.36,1,64,7.9,1.3,1.9,-3.1,0.8,1.2,-0.7,0.2,0.1,6.1,1,1.5,6.9,0.4,1,438,63,92,17,56,37,-291,84,58,524,79,126,0.9927,0.01507,0.00375,827.7,709,1403.3,0.8,0.5,10.6,0.0001,0.0004,0.0008,627,612,603,570,538,528,502,0.178,0.327,0.217,0.243,0.262,0.344,0.456,0.488,0.604,HVS,4813,34,1.87,0.06,-1.37,0.03,4964,37,2.19,0.09,-1.2,0.05,0.2,0.02,0
Hivel176,20161101EG215559N100549V0114160_v2.9.7,Gaia DR2 1765600930139450752,327.4524837,0.0347,10.81191791,0.0377,255,G2,-240,7,-58.048,0.068,-11.483,0.077,0.579,0.044,11.86,14.77,13.69,0,-235,1.7,0.1,0.1,-7.6,0,0,1.4,0.1,0.1,-0.9,0.1,0.1,7.8,0,0,354,29,35,60,5,6,380,19,22,523,32,39,0.99119,0.01545,0.00299,1429.4,936.9,635.4,4.9,0.1,0.1,0,0.0002,0.0002,627,609,602,576,543,516,493,0,0.128,0.005,0.014,0.023,0.088,0.3,0.569,0.823,OUT,5034,11,2.33,0.02,-1.84,0.01,5255,33,2.7,0.1,-1.58,0.05,0.26,0.02,0
Hivel177,20160528HD144344N402733B0114151_v2.9.7,Gaia DR2 1488387729217922944,218.8738583,0.0206,40.90501711,0.0238,54,A2IV,-177,19,10.298,0.044,-11.505,0.052,0.158,0.029,14.7,15.42,15.1,0,-171,6.3,1,1.4,-7.4,0.1,0.2,2.6,0.4,0.6,5.7,0.9,1.3,9.7,0.5,0.8,449,71,105,164,9,9,-209,21,19,523,63,95,0.99204,0.0221,0.00289,769.2,633.7,511.7,4.9,0.2,9.8,0.0002,0.0003,0.0006,602,591,578,548,517,496,477,0,0.162,0.208,0.239,0.287,0.4,0.526,0.632,0.728,OUT,9220,60,3.84,0.1,-1.06,0.06,8506,102,4,0.08,-0.9,0.09,0.17,0.03,0
Hivel178,20160525HD172411N365522V0101209_v2.9.7,Gaia DR2 1335730916342711296,260.8669833,0.0132,34.63434948,0.0141,64,A9V,-315,7,0.026,0.027,-14.618,0.029,0.118,0.018,13.55,17.2,14.88,1,-309,8.4,1.1,1.7,-4.5,0.5,0.8,6.1,0.8,1.2,4.5,0.6,0.9,8.8,0.5,1,398,68,105,-211,47,31,-267,22,15,523,70,112,0.99265,0.0148,0.00277,1149.2,1014.4,663.9,1.7,0.5,0.8,0.0002,0.0004,0.0006,611,596,587,557,525,505,484,0.014,0.215,0.22,0.254,0.279,0.373,0.493,0.589,0.692,OUT,6178,36,3.81,0.08,-2.21,0.05,5905,96,3.48,0.39,-2.36,0.27,0.29,0.1,0
Hivel179,20180312HD161547N531412B0110245_v2.9.7,Gaia DR2 1428772243119673728,241.2066657,0.0292,52.996187,0.0324,29,F0,-109,7,-17.046,0.059,12.287,0.071,0.17,0.033,15.94,18.22,16.16,1,-104,5.9,0.9,1.4,-7.7,0.1,0.1,4,0.6,1,4.3,0.7,1,9.6,0.5,0.8,-488,118,80,-17,46,32,181,40,59,522,88,133,0.99618,0.0249,0.00118,1056,997.2,1097.6,4.3,1.9,2.8,0.0002,0.0005,0.0008,604,591,579,550,519,496,477,0.013,0.998,0.267,0.296,0.326,0.407,0.51,0.604,0.668,HRS,6121,37,3.78,0.08,-2.36,0.05,6111,92,3.87,0.3,-2.56,0.28,0.22,0.1,0
Hivel180,20170422HD153504N014009B0214213_v2.9.7,Gaia DR2 4421272805183663744,231.9574641,0.0438,2.5060726,0.0378,34,F0,-45,19,-11.026,0.088,-47.253,0.079,0.321,0.054,15.86,16.11,15.43,1,-40,3.1,0.5,0.6,-6,0.3,0.4,0.2,0,0,2.2,0.3,0.4,6.4,0.2,0.2,266,45,60,-385,121,93,-229,42,33,522,101,136,0.9882,0.11632,0.00894,389.2,362.1,1172.8,4.5,0.4,0.8,-0.0001,0.0005,0.0009,640,620,615,586,553,534,507,0,0.442,0.19,0.222,0.231,0.297,0.377,0.45,0.544,OUT,6272,194,4.18,0.32,-1.45,0.19,6283,75,4.22,0.21,-1.65,0.13,0.24,0.07,0
Hivel181,20140320HD172545N271812V0108165_v2.9.7,Gaia DR2 4571076144869370240,261.9263565,0.011,26.71480254,0.0137,162,G5,-217,5,-6.383,0.025,-19.062,0.027,0.143,0.018,13.78,18.54,15.95,1,-212,7,0.7,1,-4.3,0.4,0.5,4.7,0.5,0.6,3.4,0.4,0.5,7.2,0.2,0.4,400,53,69,-324,59,48,-87,3,3,522,69,90,0.99258,0.01088,0.00346,139.4,90.4,128.2,0.4,0.2,2.9,0.0001,0.0004,0.0006,628,610,604,574,542,524,499,0.251,0.318,0.132,0.178,0.187,0.272,0.393,0.492,0.62,HVS,4818,25,2.2,0.04,-0.86,0.02,4829,30,2.39,0.07,-0.76,0.04,0.15,0.02,0
Hivel182,20140117HD134613N305349V0115239_v2.9.7,Gaia DR2 1456601122936745344,206.0683748,0.0126,31.5294386,0.0135,30,F5,-130,8,4.859,0.025,-23.711,0.024,0.185,0.022,13.61,18.01,15.62,1,-124,5.4,0.6,0.7,-7.6,0.1,0.1,1,0.1,0.1,5.3,0.6,0.7,9.3,0.3,0.4,486,54,67,-163,53,44,-101,7,8,522,62,80,0.99137,0.01158,0.00323,187.5,99.1,128.4,1.7,0.5,3.7,0.0001,0.0003,0.0004,606,594,581,551,520,499,480,0.024,0.187,0.16,0.185,0.231,0.348,0.514,0.616,0.736,OUT,5826,51,3.1,0.14,-0.65,0.07,5615,60,2.76,0.22,-0.95,0.1,0.27,0.08,0
Hivel183,20180226HD135323N334712V0202036_v2.9.7,Gaia DR2 1458334846616738816,206.2547843,0.0123,32.48474002,0.0131,114,G3,-74,7,1.459,0.022,-21.532,0.025,0.156,0.022,13.93,14.38,13.31,1,-68,6.4,0.8,1,-7.5,0.1,0.1,1.2,0.2,0.2,6.3,0.8,1,9.9,0.4,0.6,463,58,71,-237,73,61,-16,9,10,521,77,97,0.99139,0.03155,0.00351,270.4,127.9,81.1,87.7,83.4,34.8,0.0002,0.0004,0.0006,600,590,576,545,515,494,476,0,0.228,0.203,0.227,0.284,0.397,0.526,0.626,0.712,OUT,5015,37,2.41,0.06,-1.32,0.03,5089,38,2.54,0.1,-1.25,0.06,0.26,0.02,0
Hivel184,20180212HD144825N222355B0110087_v2.9.7,Gaia DR2 1241658041499100800,219.694983,0.0245,21.79459115,0.0329,36,F0,-5,20,17.346,0.079,-32.203,0.08,0.326,0.04,15.67,18.04,16.58,1,0,3.1,0.3,0.4,-7,0.1,0.2,0.6,0.1,0.1,2.8,0.3,0.4,7.6,0,0,491,55,67,74,25,21,-157,29,26,521,52,69,0.99145,0.01308,0.00386,426.3,354.8,431.8,1.9,0.3,3.2,0,0.0003,0.0004,625,609,601,572,539,518,495,0,0.251,0.077,0.098,0.118,0.219,0.381,0.519,0.683,OUT,6223,210,4.25,0.34,-1.3,0.2,6150,61,4.1,0.2,-1.49,0.1,0.26,0.05,0
Hivel185,20160418HD175440N181108V0111132_v2.9.7,Gaia DR2 4552754742098901504,268.2977155,0.0154,20.53873019,0.0211,86,G8,-130,7,-1.805,0.037,-29.637,0.04,0.22,0.02,13.62,12.64,11.6,1,-124,4.6,0.4,0.4,-5.2,0.2,0.3,3,0.2,0.3,1.7,0.1,0.2,6.3,0,0.1,420,39,49,-204,37,32,-228,19,17,521,51,61,0.99214,0.0094,0.00367,499,417.2,666.8,0.1,0.1,0.1,-0.0001,0.0003,0.0004,643,621,618,589,557,536,508,0.366,0.366,0.035,0.062,0.064,0.141,0.279,0.387,0.586,HVS,4808,77,2.23,0.13,-0.94,0.07,4861,44,2.49,0.11,-0.83,0.06,0.28,0.03,1
Hivel186,20150413HD164746N051448B0104061_v2.9.7,Gaia DR2 4434789307783930624,251.8485033,0.0389,5.01277211,0.0319,75,F0,46,12,-13.587,0.084,-71.062,0.072,0.499,0.043,15.53,12.8,11.71,1,52,2,0.2,0.2,-6.6,0.1,0.1,0.7,0.1,0.1,1,0.1,0.1,6.7,0.1,0.1,401,28,35,-297,53,46,-148,19,16,521,51,60,0.99126,0.02189,0.00432,400.4,348.1,388.7,2.8,0.3,1.4,0,0.0003,0.0003,640,619,615,588,555,530,504,0,0.302,0.045,0.076,0.082,0.138,0.281,0.436,0.619,OUT,6126,53,4.16,0.09,-1.25,0.05,6128,37,4.19,0.12,-1.33,0.07,0.17,0.04,1
Hivel187,20150413HD164746N051448B0116029_v2.9.7,Gaia DR2 4442041892639187840,250.7402821,0.0203,7.20462442,0.0153,87,F5,-170,10,-6.96,0.043,-25.563,0.038,0.176,0.025,14.14,12.29,10.12,1,-164,5.7,0.7,1,-3.8,0.5,0.8,2,0.2,0.3,3,0.4,0.5,5.2,0.1,0.1,243,45,63,-407,106,73,-209,23,18,520,85,121,0.98648,0.05819,0.01065,192.8,165.2,854,2.4,0.2,0.3,-0.0001,0.0004,0.0007,653,629,628,596,564,553,521,0,0.463,0.144,0.181,0.183,0.254,0.351,0.384,0.495,OUT,5459,49,2.85,0.08,-1.3,0.05,5527,39,2.41,0.11,-1.35,0.06,0.25,0.03,0
Hivel188,20141222M31020N36B216044_v2.9.7,Gaia DR2 370023703273225984,18.8556305,0.0343,38.38323439,0.0295,100,F0,-32,10,88.712,0.066,-19.511,0.071,0.643,0.039,14.89,16.77,16.1,1,-26,1.6,0.1,0.1,-9.1,0.1,0.1,1.1,0.1,0.1,-0.6,0,0,9.2,0.1,0.1,-474,33,30,-204,29,28,-51,6,6,520,38,41,0.99531,0.00529,0.00129,62.7,35.8,25.2,5,0.2,0.1,0.0001,0.0002,0.0002,613,599,587,563,530,501,481,0,1,0.015,0.026,0.051,0.151,0.401,0.692,0.849,HRS,6122,34,4.27,0.06,-1.28,0.03,6130,30,4.35,0.09,-1.34,0.05,0.25,0.03,1
Hivel189,20170422HD153504N014009V0116077_v2.9.7,Gaia DR2 4421376120621796992,232.151481,0.0376,3.08973797,0.0298,190,A7IV,3,4,21.53,0.066,-33.967,0.068,0.368,0.045,12.4,18.59,16.24,0,8,2.7,0.3,0.4,-6.3,0.2,0.3,0.2,0,0,2,0.2,0.3,6.6,0.2,0.1,386,41,51,109,20,16,-328,48,38,519,50,64,0.98953,0.01976,0.00602,849.1,719.7,1067.2,2.5,0.1,0.2,0,0.0002,0.0004,638,619,614,585,552,532,505,0,0.321,0.054,0.075,0.083,0.153,0.28,0.396,0.597,OUT,6484,11,4.27,0.02,-1.51,0.02,6327,30,3.36,0.09,-1.48,0.06,0.19,0.02,0
Hivel190,20160528HD180852N200242B0101145_v2.9.7,Gaia DR2 4526508609270671104,272.2073054,0.0154,18.3972914,0.0234,113,G7,-156,7,-3.968,0.038,-17.174,0.048,0.126,0.025,14.11,14.94,12.74,1,-151,8,1.4,2,-2.8,0.9,1.4,5.4,0.9,1.4,2.4,0.4,0.6,6.5,0.4,1,401,82,128,-288,113,77,-154,30,22,519,114,171,0.98875,0.03893,0.00796,255.9,240,787.1,1.4,0.6,0.6,-0.0001,0.0005,0.001,638,616,613,584,551,532,506,0.117,0.456,0.233,0.262,0.271,0.325,0.402,0.457,0.536,OUT,4920,39,2.15,0.06,-1.24,0.04,4926,41,2.26,0.09,-1.19,0.06,0.27,0.02,0
Hivel191,20160326KP115451S012705V0111048_v2.9.7,Gaia DR2 3891412241883772928,179.2206129,0.0243,0.90034884,0.0125,83,G2,64,9,-8.739,0.048,9.766,0.024,0.15,0.028,13.14,13.59,12.52,1,69,6.7,1.1,1.6,-7.9,0,0.1,-3.3,0.8,0.5,5.8,0.9,1.4,10.4,0.6,1,-374,92,64,330,20,27,147,16,21,519,61,90,0.99267,0.02503,0.00242,1091.4,849.4,564.6,12.8,2.5,4.2,0.0002,0.0003,0.0005,596,586,572,542,512,489,472,0,0.973,0.22,0.239,0.277,0.404,0.541,0.681,0.764,HRS,4512,51,0.95,0.08,-1.98,0.05,5169,46,2.36,0.11,-1.41,0.07,0.22,0.03,0
Hivel192,20140320HD143707N334041V0106221_v2.9.7,Gaia DR2 1286508357749747840,221.5429416,0.0116,32.51589912,0.0176,210,G6,-103,5,-1.752,0.023,-16.932,0.036,0.122,0.024,12.05,16.78,16.04,0,-98,8.3,1.4,1.9,-6,0.4,0.5,2.8,0.5,0.6,7.5,1.3,1.7,10,0.8,1.2,440,78,102,-273,112,84,-28,11,13,519,108,146,0.99101,0.0675,0.00439,271.4,166.4,65.5,104.6,100.2,70.2,0.0001,0.0005,0.001,598,588,573,542,512,492,474,0,0.317,0.283,0.309,0.346,0.425,0.528,0.575,0.629,OUT,4591,19,1.32,0.03,-1.34,0.02,4796,32,1.86,0.07,-1.11,0.05,0.21,0.02,0
Hivel193,20130109HD100908N183150M0111090_v2.9.7,Gaia DR2 628361175763654016,151.9477919,0.0359,20.268504,0.0362,60,F0,57,15,34.164,0.072,-27.255,0.074,0.363,0.043,15.04,14.49,13.35,1,63,2.8,0.3,0.4,-9.6,0.2,0.1,-1,0.1,0.1,2.2,0.2,0.3,9.9,0.2,0.3,456,48,65,-28,35,27,247,24,29,519,54,72,0.99122,0.02043,0.0031,1360.7,983.8,608.4,13.4,0.8,1,0.0001,0.0003,0.0004,604,592,579,553,520,494,475,0,1,0.123,0.16,0.212,0.31,0.493,0.67,0.79,HRS,6162,86,4.06,0.14,-1.62,0.08,6099,49,3.92,0.17,-1.66,0.09,0.23,0.05,0
Hivel194,20190510HD153447N440403B0203212_v2.9.7,Gaia DR2 1394486137670856320,232.4517324,0.0255,44.239673,0.0281,68,A7IV,203,6,-18.305,0.05,-54.922,0.061,0.533,0.031,15.73,16.75,15.76,1,208,1.9,0.1,0.1,-7.9,0,0,1,0.1,0.1,1.5,0.1,0.1,8.1,0,0,389,19,23,14,22,20,342,10,13,518,19,26,0.99113,0.00502,0.00213,1443.4,493.2,394,9.5,0.1,0.2,0.0001,0.0001,0.0001,622,606,598,571,538,513,491,0,1,0.001,0.001,0.004,0.032,0.207,0.61,0.926,HRS,13292,539,2.3,0.11,0.38,0.13,6280,47,4.09,0.14,-2.42,0.13,0.26,0.04,1
Hivel195,20180105HD140355N124333V0208054_v2.9.7,Gaia DR2 1226554393865322368,212.4100198,0.0256,12.40929575,0.0176,78,G6,40,10,5.143,0.046,-17.082,0.037,0.141,0.026,13.39,13.57,12.39,1,45,7.1,1.1,1.7,-5.4,0.5,0.7,-0.1,0,0,6.5,1,1.5,8.4,0.4,0.9,488,76,108,-79,77,54,-155,48,34,518,86,131,0.99182,0.02548,0.00393,318.7,222.7,678.6,2.3,1,4.9,0.0001,0.0004,0.0007,612,600,588,556,525,509,487,0.035,0.283,0.234,0.253,0.28,0.362,0.477,0.543,0.625,OUT,4957,48,2.18,0.08,-2.21,0.05,5225,48,2.8,0.15,-1.85,0.08,0.26,0.04,0
